school_id,student_id,study_time_in_hr,health,internet,country,year,marks
02-6957378,196,5,average,TRUE,United States,2020,45
45-0673066,197,4,worst,FALSE,Sweden,2020,36
04-5597628,198,7,good,TRUE,Canada,2020,63
33-9516954,199,8,bad,FALSE,India,2020,72
33-9516954,200,8,average,TRUE,India,2019,72
45-0673066,201,8,great,TRUE,Sweden,2019,72
02-6957378,202,8,bad,TRUE,United States,2019,72
45-0673066,203,6,good,TRUE,Sweden,2019,54
33-9516954,204,7,good,TRUE,India,2019,63
02-6957378,205,4,good,TRUE,United States,2019,36
33-9516954,206,5,average,FALSE,India,2019,45
33-9516954,207,7,great,TRUE,India,2019,63
33-9516954,208,8,great,TRUE,India,2019,72
33-9516954,209,8,worst,TRUE,India,2019,72
02-6957378,210,6,average,FALSE,United States,2019,54
02-6957378,211,8,great,TRUE,United States,2019,72
45-0673066,212,6,worst,FALSE,Sweden,2019,54
02-6957378,213,8,average,TRUE,United States,2019,72
33-9516954,214,7,good,FALSE,India,2019,63
04-5597628,215,8,good,FALSE,Canada,2019,72
45-0673066,216,4,worst,TRUE,Sweden,2019,36
02-6957378,217,6,great,TRUE,United States,2019,54
45-0673066,218,7,average,FALSE,Sweden,2019,63
02-6957378,219,7,great,FALSE,United States,2019,63
02-6957378,220,6,good,TRUE,United States,2019,54
02-6957378,221,5,average,FALSE,United States,2019,45
02-6957378,222,7,worst,TRUE,United States,2019,63
04-5597628,223,8,great,TRUE,Canada,2019,72
33-9516954,224,5,good,FALSE,India,2019,45
33-9516954,225,8,worst,FALSE,India,2019,72
02-6957378,226,4,bad,FALSE,United States,2019,36
45-0673066,227,8,bad,FALSE,Sweden,2019,72
04-5597628,228,8,great,TRUE,Canada,2019,72
04-5597628,229,8,great,TRUE,Canada,2019,72
02-6957378,230,6,good,TRUE,United States,2019,54
02-6957378,231,7,great,FALSE,United States,2019,63
02-6957378,232,5,great,FALSE,United States,2019,45
02-6957378,233,5,bad,FALSE,United States,2019,45
02-6957378,234,6,worst,TRUE,United States,2019,54
33-9516954,235,6,average,TRUE,India,2019,54
45-0673066,236,6,worst,TRUE,Sweden,2019,54
04-5597628,237,4,worst,FALSE,Canada,2019,36
45-0673066,238,6,bad,FALSE,Sweden,2019,54
33-9516954,239,4,good,FALSE,India,2019,36
45-0673066,240,5,great,TRUE,Sweden,2019,45
45-0673066,241,4,good,TRUE,Sweden,2019,36
04-5597628,242,6,worst,FALSE,Canada,2019,54
33-9516954,243,8,bad,FALSE,India,2019,72
45-0673066,244,8,worst,FALSE,Sweden,2019,72
04-5597628,245,7,great,TRUE,Canada,2019,63
04-5597628,246,7,average,TRUE,Canada,2019,63
33-9516954,247,5,average,TRUE,India,2019,45
04-5597628,248,4,bad,TRUE,Canada,2019,36
04-5597628,249,8,good,FALSE,Canada,2019,72
45-0673066,250,5,bad,FALSE,Sweden,2019,45
45-0673066,251,7,worst,FALSE,Sweden,2019,63
04-5597628,252,6,good,TRUE,Canada,2019,54
04-5597628,253,5,average,FALSE,Canada,2019,45
45-0673066,254,6,great,TRUE,Sweden,2019,54
33-9516954,255,6,good,TRUE,India,2019,54
04-5597628,256,7,bad,TRUE,Canada,2019,63
04-5597628,257,7,great,TRUE,Canada,2019,63
45-0673066,258,7,good,FALSE,Sweden,2019,63
02-6957378,259,6,good,FALSE,United States,2019,54
45-0673066,260,6,worst,TRUE,Sweden,2019,54
45-0673066,261,4,good,TRUE,Sweden,2019,36
45-0673066,262,8,average,FALSE,Sweden,2019,72
02-6957378,263,4,good,TRUE,United States,2019,36
45-0673066,264,7,great,TRUE,Sweden,2019,63
45-0673066,265,8,worst,FALSE,Sweden,2019,72
02-6957378,266,4,good,TRUE,United States,2019,36
04-5597628,267,8,average,FALSE,Canada,2019,72
33-9516954,268,5,great,TRUE,India,2019,45
04-5597628,269,6,great,TRUE,Canada,2019,54
45-0673066,270,4,average,TRUE,Sweden,2019,36
02-6957378,271,5,good,TRUE,United States,2019,45
33-9516954,272,7,average,FALSE,India,2019,63
45-0673066,273,8,worst,FALSE,Sweden,2019,72
33-9516954,274,8,worst,TRUE,India,2019,72
02-6957378,275,4,good,FALSE,United States,2019,36
02-6957378,276,7,worst,FALSE,United States,2019,63
02-6957378,277,8,average,TRUE,United States,2019,72
04-5597628,278,7,great,FALSE,Canada,2019,63
33-9516954,279,8,worst,FALSE,India,2019,72
02-6957378,280,5,good,TRUE,United States,2019,45
02-6957378,281,5,good,TRUE,United States,2019,45
04-5597628,282,6,good,FALSE,Canada,2019,54
02-6957378,283,7,worst,TRUE,United States,2019,63
33-9516954,284,4,average,TRUE,India,2019,36
45-0673066,285,7,bad,FALSE,Sweden,2019,63
45-0673066,286,6,bad,FALSE,Sweden,2019,54
02-6957378,287,6,average,TRUE,United States,2019,54
33-9516954,288,7,bad,FALSE,India,2019,63
02-6957378,289,6,bad,TRUE,United States,2019,54
02-6957378,290,8,bad,TRUE,United States,2019,72
02-6957378,291,5,good,FALSE,United States,2019,45
33-9516954,292,4,average,TRUE,India,2019,36
33-9516954,293,7,great,FALSE,India,2019,63
45-0673066,294,8,great,TRUE,Sweden,2019,72
33-9516954,295,6,average,TRUE,India,2019,54
33-9516954,296,6,great,TRUE,India,2019,54
04-5597628,297,8,worst,FALSE,Canada,2019,72
02-6957378,298,6,good,TRUE,United States,2019,54
02-6957378,299,6,bad,TRUE,United States,2019,54
04-5597628,300,5,worst,TRUE,Canada,2019,45
02-6957378,301,5,average,FALSE,United States,2019,45
04-5597628,302,5,worst,TRUE,Canada,2019,45
02-6957378,303,6,good,FALSE,United States,2019,54
04-5597628,304,4,great,FALSE,Canada,2019,36
45-0673066,305,7,bad,TRUE,Sweden,2019,63
02-6957378,306,5,great,TRUE,United States,2019,45
45-0673066,307,8,good,TRUE,Sweden,2019,72
04-5597628,308,5,great,FALSE,Canada,2019,45
02-6957378,309,5,bad,TRUE,United States,2019,45
33-9516954,310,7,great,FALSE,India,2019,63
04-5597628,311,5,average,TRUE,Canada,2019,45
33-9516954,312,5,worst,TRUE,India,2019,45
02-6957378,313,6,worst,TRUE,United States,2019,54
33-9516954,314,6,average,FALSE,India,2019,54
04-5597628,315,7,bad,FALSE,Canada,2019,63
45-0673066,316,4,great,FALSE,Sweden,2019,36
33-9516954,317,6,great,TRUE,India,2019,54
04-5597628,318,6,good,TRUE,Canada,2019,54
33-9516954,319,7,good,TRUE,India,2019,63
45-0673066,320,5,great,TRUE,Sweden,2019,45
02-6957378,321,8,bad,TRUE,United States,2019,72
45-0673066,322,5,great,TRUE,Sweden,2019,45
33-9516954,323,4,good,FALSE,India,2019,36
33-9516954,324,5,worst,FALSE,India,2019,45
02-6957378,325,7,average,FALSE,United States,2019,63
02-6957378,326,4,good,TRUE,United States,2019,36
33-9516954,327,5,average,TRUE,India,2019,45
02-6957378,328,7,bad,TRUE,United States,2019,63
45-0673066,329,4,good,FALSE,Sweden,2019,36
33-9516954,330,6,bad,TRUE,India,2019,54
02-6957378,331,8,worst,FALSE,United States,2019,72
02-6957378,332,5,bad,TRUE,United States,2019,45
04-5597628,333,8,average,TRUE,Canada,2019,72
04-5597628,334,7,bad,FALSE,Canada,2019,63
45-0673066,335,7,bad,TRUE,Sweden,2019,63
02-6957378,336,8,worst,FALSE,United States,2019,72
02-6957378,337,6,worst,FALSE,United States,2019,54
33-9516954,338,7,great,FALSE,India,2019,63
45-0673066,339,6,great,FALSE,Sweden,2019,54
04-5597628,340,5,worst,TRUE,Canada,2019,45
45-0673066,341,5,great,FALSE,Sweden,2019,45
04-5597628,342,7,good,TRUE,Canada,2019,63
04-5597628,343,8,average,FALSE,Canada,2019,72
04-5597628,344,6,great,FALSE,Canada,2019,54
02-6957378,345,8,bad,FALSE,United States,2019,72
45-0673066,346,5,bad,FALSE,Sweden,2019,45
04-5597628,347,5,good,TRUE,Canada,2019,45
45-0673066,348,7,worst,TRUE,Sweden,2019,63
45-0673066,349,6,average,FALSE,Sweden,2019,54
45-0673066,350,7,good,FALSE,Sweden,2019,63
04-5597628,351,5,worst,FALSE,Canada,2019,45
02-6957378,352,6,average,FALSE,United States,2019,54
33-9516954,353,8,average,TRUE,India,2019,72
45-0673066,354,4,average,FALSE,Sweden,2019,36
33-9516954,355,8,worst,TRUE,India,2019,72
33-9516954,356,4,good,TRUE,India,2019,36
02-6957378,357,7,bad,TRUE,United States,2019,63
33-9516954,358,4,great,FALSE,India,2019,36
04-5597628,359,7,good,TRUE,Canada,2019,63
33-9516954,360,7,bad,FALSE,India,2019,63
04-5597628,361,4,average,TRUE,Canada,2019,36
45-0673066,362,7,bad,FALSE,Sweden,2019,63
45-0673066,363,6,worst,FALSE,Sweden,2019,54
45-0673066,364,6,worst,TRUE,Sweden,2019,54
33-9516954,365,5,average,TRUE,India,2019,45
02-6957378,366,6,good,TRUE,United States,2019,54
33-9516954,367,4,good,TRUE,India,2019,36
45-0673066,368,4,average,FALSE,Sweden,2019,36
02-6957378,369,5,great,FALSE,United States,2019,45
33-9516954,370,5,good,TRUE,India,2019,45
45-0673066,371,7,bad,FALSE,Sweden,2019,63
33-9516954,372,4,great,TRUE,India,2019,36
02-6957378,373,7,good,FALSE,United States,2019,63
04-5597628,374,7,great,FALSE,Canada,2019,63
04-5597628,375,4,bad,TRUE,Canada,2019,36
02-6957378,376,6,average,TRUE,United States,2019,54
02-6957378,377,5,good,FALSE,United States,2019,45
33-9516954,378,7,good,TRUE,India,2019,63
45-0673066,379,5,great,TRUE,Sweden,2019,45
33-9516954,380,5,average,FALSE,India,2019,45
04-5597628,381,4,average,FALSE,Canada,2019,36
33-9516954,382,7,average,TRUE,India,2019,63
02-6957378,383,4,good,FALSE,United States,2019,36
33-9516954,384,8,good,FALSE,India,2019,72
45-0673066,385,6,worst,FALSE,Sweden,2019,54
04-5597628,386,8,good,FALSE,Canada,2019,72
33-9516954,387,5,bad,FALSE,India,2019,45
33-9516954,388,4,average,FALSE,India,2019,36
45-0673066,389,8,good,FALSE,Sweden,2019,72
45-0673066,390,6,worst,FALSE,Sweden,2019,54
33-9516954,391,8,worst,FALSE,India,2019,72
45-0673066,392,8,bad,TRUE,Sweden,2019,72
45-0673066,393,6,great,TRUE,Sweden,2019,54
33-9516954,394,7,worst,TRUE,India,2019,63
04-5597628,395,5,good,TRUE,Canada,2019,45
33-9516954,396,8,average,FALSE,India,2019,72
02-6957378,397,7,great,FALSE,United States,2019,63
33-9516954,398,6,bad,TRUE,India,2019,54
45-0673066,399,6,bad,TRUE,Sweden,2019,54
04-5597628,400,6,average,TRUE,Canada,2019,54
04-5597628,401,6,great,TRUE,Canada,2018,54
04-5597628,402,4,worst,FALSE,Canada,2018,36
04-5597628,403,4,average,TRUE,Canada,2018,36
45-0673066,404,7,bad,TRUE,Sweden,2018,63
45-0673066,405,4,good,FALSE,Sweden,2018,36
33-9516954,406,5,good,TRUE,India,2018,45
33-9516954,407,7,worst,FALSE,India,2018,63
02-6957378,408,7,worst,FALSE,United States,2018,63
33-9516954,409,5,great,FALSE,India,2018,45
33-9516954,410,4,average,TRUE,India,2018,36
04-5597628,411,7,good,FALSE,Canada,2018,63
02-6957378,412,4,good,TRUE,United States,2018,36
04-5597628,413,8,good,TRUE,Canada,2018,72
02-6957378,414,4,worst,TRUE,United States,2018,36
45-0673066,415,5,good,FALSE,Sweden,2018,45
02-6957378,416,6,good,TRUE,United States,2018,54
33-9516954,417,5,bad,TRUE,India,2018,45
04-5597628,418,6,great,TRUE,Canada,2018,54
33-9516954,419,6,good,FALSE,India,2018,54
45-0673066,420,6,bad,FALSE,Sweden,2018,54
04-5597628,421,4,great,FALSE,Canada,2018,36
04-5597628,422,7,good,FALSE,Canada,2018,63
02-6957378,423,7,average,FALSE,United States,2018,63
04-5597628,424,8,bad,FALSE,Canada,2018,72
33-9516954,425,6,average,FALSE,India,2018,54
33-9516954,426,4,bad,FALSE,India,2018,36
04-5597628,427,8,average,TRUE,Canada,2018,72
45-0673066,428,5,worst,FALSE,Sweden,2018,45
33-9516954,429,5,average,FALSE,India,2018,45
45-0673066,430,4,great,FALSE,Sweden,2018,36
02-6957378,431,5,bad,TRUE,United States,2018,45
04-5597628,432,7,bad,FALSE,Canada,2018,63
02-6957378,433,5,worst,TRUE,United States,2018,45
02-6957378,434,7,good,FALSE,United States,2018,63
45-0673066,435,5,good,FALSE,Sweden,2018,45
33-9516954,436,7,bad,TRUE,India,2018,63
45-0673066,437,6,good,FALSE,Sweden,2018,54
33-9516954,438,5,good,TRUE,India,2018,45
04-5597628,439,4,great,TRUE,Canada,2018,36
45-0673066,440,7,bad,FALSE,Sweden,2018,63
45-0673066,441,5,great,TRUE,Sweden,2018,45
04-5597628,442,6,great,FALSE,Canada,2018,54
04-5597628,443,4,average,FALSE,Canada,2018,36
45-0673066,444,5,bad,TRUE,Sweden,2018,45
33-9516954,445,4,good,FALSE,India,2018,36
02-6957378,446,7,worst,TRUE,United States,2018,63
45-0673066,447,4,good,FALSE,Sweden,2018,36
04-5597628,448,4,average,TRUE,Canada,2018,36
02-6957378,449,8,bad,TRUE,United States,2018,72
45-0673066,450,7,worst,TRUE,Sweden,2018,63
33-9516954,451,4,worst,TRUE,India,2018,36
04-5597628,452,5,average,FALSE,Canada,2018,45
45-0673066,453,6,average,TRUE,Sweden,2018,54
45-0673066,454,6,good,TRUE,Sweden,2018,54
33-9516954,455,7,worst,TRUE,India,2018,63
02-6957378,456,4,bad,FALSE,United States,2018,36
33-9516954,457,5,bad,FALSE,India,2018,45
02-6957378,458,8,worst,FALSE,United States,2018,72
02-6957378,459,7,good,FALSE,United States,2018,63
33-9516954,460,6,good,FALSE,India,2018,54
33-9516954,461,8,great,TRUE,India,2018,72
02-6957378,462,8,average,TRUE,United States,2018,72
02-6957378,463,6,average,TRUE,United States,2018,54
04-5597628,464,6,bad,TRUE,Canada,2018,54
45-0673066,465,5,good,TRUE,Sweden,2018,45
02-6957378,466,4,bad,TRUE,United States,2018,36
04-5597628,467,7,worst,TRUE,Canada,2018,63
04-5597628,468,4,bad,FALSE,Canada,2018,36
02-6957378,469,5,worst,TRUE,United States,2018,45
33-9516954,470,4,worst,TRUE,India,2018,36
33-9516954,471,6,great,FALSE,India,2018,54
02-6957378,472,4,great,FALSE,United States,2018,36
04-5597628,473,5,worst,FALSE,Canada,2018,45
33-9516954,474,6,good,FALSE,India,2018,54
02-6957378,475,5,great,TRUE,United States,2018,45
33-9516954,476,6,bad,FALSE,India,2018,54
45-0673066,477,6,average,TRUE,Sweden,2018,54
04-5597628,478,8,great,FALSE,Canada,2018,72
33-9516954,479,4,worst,FALSE,India,2018,36
04-5597628,480,8,average,FALSE,Canada,2018,72
45-0673066,481,6,worst,TRUE,Sweden,2018,54
33-9516954,482,8,good,TRUE,India,2018,72
33-9516954,483,8,average,FALSE,India,2018,72
04-5597628,484,4,average,TRUE,Canada,2018,36
02-6957378,485,7,bad,FALSE,United States,2018,63
04-5597628,486,8,bad,FALSE,Canada,2018,72
33-9516954,487,4,great,TRUE,India,2018,36
33-9516954,488,7,good,TRUE,India,2018,63
02-6957378,489,4,great,TRUE,United States,2018,36
04-5597628,490,4,average,FALSE,Canada,2018,36
33-9516954,491,8,great,TRUE,India,2018,72
33-9516954,492,6,good,FALSE,India,2018,54
33-9516954,493,4,worst,FALSE,India,2018,36
33-9516954,494,6,good,TRUE,India,2018,54
33-9516954,495,7,great,FALSE,India,2018,63
02-6957378,496,4,great,FALSE,United States,2018,36
02-6957378,497,4,bad,TRUE,United States,2018,36
04-5597628,498,8,worst,TRUE,Canada,2018,72
45-0673066,499,6,great,TRUE,Sweden,2018,54
04-5597628,500,5,great,TRUE,Canada,2018,45
45-0673066,501,5,average,FALSE,Sweden,2018,45
02-6957378,502,5,good,FALSE,United States,2018,45
33-9516954,503,4,good,FALSE,India,2018,36
45-0673066,504,5,average,TRUE,Sweden,2018,45
45-0673066,505,4,good,TRUE,Sweden,2018,36
02-6957378,506,5,bad,TRUE,United States,2018,45
33-9516954,507,6,bad,FALSE,India,2018,54
45-0673066,508,8,great,FALSE,Sweden,2018,72
04-5597628,509,7,great,TRUE,Canada,2018,63
04-5597628,510,7,average,TRUE,Canada,2018,63
45-0673066,511,8,average,FALSE,Sweden,2018,72
04-5597628,512,5,great,FALSE,Canada,2018,45
04-5597628,513,6,bad,TRUE,Canada,2018,54
02-6957378,514,6,good,FALSE,United States,2018,54
02-6957378,515,7,great,TRUE,United States,2018,63
33-9516954,516,8,average,TRUE,India,2018,72
02-6957378,517,6,worst,TRUE,United States,2018,54
45-0673066,518,4,great,TRUE,Sweden,2018,36
02-6957378,519,5,great,TRUE,United States,2018,45
02-6957378,520,7,good,FALSE,United States,2018,63
02-6957378,521,6,worst,FALSE,United States,2018,54
33-9516954,522,6,great,FALSE,India,2018,54
02-6957378,523,7,good,FALSE,United States,2018,63
04-5597628,524,7,average,TRUE,Canada,2018,63
02-6957378,525,6,bad,FALSE,United States,2018,54
02-6957378,526,7,average,TRUE,United States,2018,63
33-9516954,527,5,bad,FALSE,India,2018,45
04-5597628,528,7,good,TRUE,Canada,2018,63
33-9516954,529,6,bad,TRUE,India,2018,54
45-0673066,530,4,good,FALSE,Sweden,2018,36
02-6957378,531,4,worst,FALSE,United States,2018,36
33-9516954,532,8,good,TRUE,India,2018,72
02-6957378,533,4,worst,FALSE,United States,2018,36
04-5597628,534,4,bad,FALSE,Canada,2018,36
33-9516954,535,4,good,FALSE,India,2018,36
45-0673066,536,4,bad,TRUE,Sweden,2018,36
45-0673066,537,8,average,TRUE,Sweden,2018,72
33-9516954,538,7,worst,FALSE,India,2018,63
